,Product,Revenue,Conversion Rate,Unique Pageviews
263,a-cI-ross0.66522107867465,576,0.0,1189.6
264,a-cN-ross0.700083461894253,1159,0.0,395.6
265,a-cPrants0.941652415797535,1384,0.002701242571582928,370.2
266,a-cQ-news0.516766520004216,1424,0.007042253521126761,142.0
267,a-cUgunna0.960493828769914,856,0.0,259.4
268,a-cY-ross0.547146340059342,1218,0.0,502.2
269,a-c[eaker0.633364612433387,632,0.0,584.2
270,a-cdation0.841290411426189,2304,0.0006998880179171332,1428.8
271,a-ceation0.207783439968675,1440,0.001142857142857143,875.0
272,a-cfkbook0.841856436390888,793,0.0,1086.4
273,a-cl-info0.400673223104358,600,0.0009338812103100486,2141.6
274,a-cmollab0.414448343194558,600,0.0,1194.8
275,a-cvtails0.804388207233436,129,0.0,430.2
276,a-cw-pipe0.391749604204279,1237,0.0,383.0
277,a-czlease0.0118056224081384,864,0.0029708853238265003,336.6
278,a-kIarket0.211355428037086,510,0.0,434.8
279,a-kPshirt0.333209939006099,4320,0.002844141069397042,351.6
280,a-kTlease0.988009957248144,212,0.0038461538461538464,260.0
281,a-kW-20200.327912651021107,732,0.0026371308016877636,379.2
282,a-kuation0.250993749149111,3813,0.002857142857142857,700.0
283,a-mu-info0.748876064063148,402,0.0,1265.2
284,a-ng-info0.0548323007969564,2046,0.0,289.6
285,a-pVogden0.674371221849779,1798,0.004842615012106538,413.0
286,a-p_dules0.934303505797948,426,0.0,361.4
287,a-qSailer0.775402114789163,1018,0.0011208249271463797,892.2
288,a-qXailer0.39660536369098,444,0.0002859103385178408,3497.6
289,a-q`-info0.253525347296321,630,0.0,1323.6
290,a-qmchols0.958834073329058,1056,0.0,465.0
291,a-ta-news0.250012021152877,1107,0.0037147102526002974,269.2
292,a-tw-some0.169934354712852,1076,0.008169934640522876,122.4
293,a24Mailer0.901488561937628,775,0.0,296.4
294,a24Om-com0.0444845755007278,1250,0.0,390.8
295,a24P-info0.970150415720248,978,0.0,420.6
296,a24Uailer0.143055247744058,1272,0.006949270326615705,287.8
297,a24Ynefit0.3700883165392,1904,0.0,1096.4
298,a24]ailer0.154354003510746,1978,0.0010495382031905961,952.8
299,a24`owery0.110897351638156,336,0.0011284134506883321,886.2
300,aapO-info0.74826162545636,376,0.0009276437847866419,1078.0
301,aapW-info0.0144113279319491,476,0.0,513.6
302,aap]ement0.495518993336889,1335,0.0,394.4
303,aapnction0.515886273813471,3846,0.0019015021867275148,1051.8
304,aapuvideo0.781315732822457,486,0.0,335.2
305,aapz-info0.392812568370892,1752,0.0009885330170027679,2023.2
306,aapztream0.345395515042748,720,0.006142506142506142,162.8
307,aarGwatch0.764210481447385,1510,0.0,842.0
308,ab-Ytream0.888272002689542,1716,0.004906771344455348,203.8
309,abbUanman0.0320742397141061,1367,0.0,111.6
310,abbqvideo0.785748278433332,563,0.007385524372230428,135.4
311,abcP-news0.710195145032444,2538,0.005422993492407809,553.2
312,abiWvideo0.93577662612164,788,0.016129032258064516,62.0
313,abogne-280.0265001023335847,264,0.007125890736342043,421.0
314,absG-info0.474786216332783,612,0.0,182.6
315,abtcerman0.441188002683946,1062,0.0,949.0
316,abtl-look0.863788539795639,2556,0.0016260162601626016,615.0
317,ac-Vation0.55483608181517,680,0.0,948.6
318,ac-^rsary0.842661736788306,2018,0.0,1081.2
319,acaatless0.766170314826783,2288,0.007331378299120234,272.8
320,acam-news0.344121827400729,2548,0.019132653061224487,156.8
321,acavscars0.826307869016756,271,0.0,944.6
322,accr-info0.647259844502817,843,0.0020104543626859673,497.4
323,aceMently0.151298200571883,1632,0.0007161271841879118,1396.4
324,aceolease0.72877759440168,2615,0.004182350480970306,478.2
325,aceqtails0.687793787008749,674,0.0006192717364379489,1614.8
326,acgm-info0.23292647126517,1280,0.0,2159.8
327,acnDction0.35852979244283,2454,0.0011587485515643105,863.0
328,acnElease0.583014588175675,417,0.0014144271570014145,707.0
329,acnFction0.252792562031259,936,0.0007656967840735069,1306.0
330,acnU-week0.376735413638528,1262,0.0008896797153024911,1124.0
331,acnWction0.53255623233447,1524,0.0059547439460103215,503.8
332,acnX-20200.853102950389354,3984,0.002276867030965392,439.2
333,acnZtails0.243361537449822,853,0.0,412.0
334,acn\-info0.806358236533756,3184,0.0,414.2
335,acn\suede0.577163795669889,2936,0.0035727045373347625,559.8
336,acnklease0.37541792721049,774,0.0,265.8
337,acnntails0.0983428276850579,906,0.004755111745126011,420.6
338,acnvkbook0.626816553268098,1108,0.0016534391534391536,604.8
339,acnz-look0.915838008739353,1076,0.0006610259122157589,1512.8
340,acqc-info0.506278116414421,1119,0.005889281507656065,169.8
341,acrAlease0.726565622739176,800,0.0010573059843518714,945.8
342,acrAlease0.922346169336162,3480,0.00016441419223307358,6082.2
343,acrN-hugh0.652051691338392,2392,0.0016980811682798438,1177.8
344,acrNorial0.489348860164158,1284,0.001512401693889897,661.2
345,acrklease0.771286643379496,1402,0.0,920.6
346,acrl-look0.730277696187434,1486,0.0002981159074648223,3354.4
347,acrv-info0.987287564735044,2694,0.000552364118426867,1810.4
348,actC-info0.41612116212952,382,0.0011996161228406909,833.6
349,actJtream0.805041212937788,2859,0.0,950.4
350,actP-duty0.414294910353073,787,0.00608272506082725,164.4
351,actVtream0.518130159975469,960,0.0019638648860958365,509.2
352,actVtream0.623850687492784,791,0.0,126.0
353,actW-info0.636106173434333,479,0.0010313531353135313,969.6
354,actZtream0.560836956924679,963,0.008223684210526315,121.6
355,act\auren0.0401919461991153,818,0.0011013215859030838,908.0
356,act^tream0.926289939990408,864,0.016835016835016835,59.4
357,acuIprice0.137858854433718,876,0.0013631406761177754,733.6
358,acuT-news0.491302742778764,1748,0.0023775558725630053,420.6
359,adaDnable0.157180350843658,2206,0.0025393600812595226,393.8
360,adaHailer0.158176190215648,606,0.0,605.2
361,adaUition0.112104348976986,373,0.0025163563160543532,397.4
362,adaXtream0.959788802707416,364,0.003059975520195838,326.8
363,adaZe-nyc0.686583622700287,732,0.006561679790026247,152.4
364,ada]ative0.625361505294431,722,0.0051813471502590676,193.0
365,adafvideo0.999303250558277,3850,0.011210762331838564,178.4
366,adaurview0.591565032240907,2494,0.00244081034903588,819.4
367,adauworks0.355154149875504,137,0.002826455624646693,353.8
368,aday-news0.971943543991554,1245,0.01567398119122257,191.4
369,adeAlease0.890962971056671,3150,0.0,885.8
370,adeMition0.310933412360737,200,0.0068212824010914054,146.6
371,adeRation0.103912259731006,561,0.0014841199168892847,673.8
372,adelkbook0.254606134513625,3784,0.0032545020611846388,921.8
373,adeoliens0.0309002441376395,1120,0.00429000429000429,466.2
374,adiA-info0.102499608333037,786,0.0008691117677733357,1150.6
375,adiA-info0.441344548030094,1224,0.0,310.0
376,adiA-west0.250182102663372,2362,0.00010349824052991099,9662.0
377,adiA677990.322695848939703,593,0.0,3300.2
378,adiAakers0.766658700469758,830,0.000889205050684688,1124.6
379,adiAlease0.154611782434263,954,0.0010862480990658267,920.6
380,adiAtails0.107587839205748,2306,8.899647573956071e-05,11236.4
381,adiAtails0.611349748088256,804,0.001899335232668566,1053.0
382,adiB-info0.0630548773281243,524,0.0019372336303758232,516.2
383,adiBagery0.147971121479899,774,0.00016294075474157597,6137.2
384,adiBation0.0182007745484498,1046,0.0,770.2
385,adiBaunch0.738634627840271,1054,0.0,714.8
386,adiBblack0.446408691147008,545,0.0022999080036798527,434.8
387,adiBlease0.891487291037191,1806,0.00257201646090535,388.8
388,adiBmates0.499729227180781,5025,0.0013309376455713049,3005.4
389,adiBondon0.910209607995042,990,0.001079447322970639,926.4
390,adiBrview0.507828939926137,1247,0.0,3911.2
391,adiBtails0.514713765123567,229,0.0,481.0
392,adiBw44420.579687194074416,420,0.0025367833587011668,394.2
393,adiC-info0.349293720794578,5292,0.003401823377330249,1469.8
394,adiC20-210.181575384708673,1818,0.001233654083395016,810.6
395,adiCation0.299406544999037,1274,0.0006894649751792609,1450.4
396,adiClease0.431766129174114,578,0.002255299954894001,443.4
397,adiClease0.607807326305328,1834,0.012345679012345678,162.0
398,adiCmeziz0.244986326606937,2656,0.0012893243940175349,775.6
399,adiD-info0.255344357043593,700,0.0003741674773628676,2672.6
400,adiD-info0.344315036961782,1052,0.0,674.4
401,adiDation0.718516159295315,834,0.0013679890560875513,731.0
402,adiDlease0.667758891505633,2800,0.0023084025854108957,433.2
403,adiDlease0.842593846021673,5048,0.005050505050505051,396.0
404,adiE-date0.142816398212369,1215,0.0,1166.8
405,adiEation0.644851352808468,1207,0.001082485386447283,923.8
406,adiEation0.931157705709971,653,0.002918855808523059,342.6
407,adiEx43790.540804723881947,792,0.0024096385542168677,415.0
408,adiEy51370.863616014126206,1264,0.00032575412078962796,3069.8
409,adiF-info0.399807979207046,5958,0.0007204610951008645,1388.0
410,adiF-info0.430289922986409,1881,0.0006449116471043467,1550.6
411,adiF-info0.682805387689059,455,0.0008986340762041696,1112.8
412,adiF-info0.991999717617609,1270,0.0,201.0
413,adiFhandy0.708172875523036,1324,0.0005211590577444236,1918.8
414,adiG-west0.679505413334935,1293,0.0004120652711389484,2426.8
415,adiGarkin0.959406961834681,1368,0.0,1014.2
416,adiGtails0.400237838746376,567,0.0,2080.6
417,adiH-info0.852196417226944,2466,0.000864304235090752,1157.0
418,adiH088360.892067471731431,1055,7.863366149781398e-05,12717.2
419,adiI-info0.026708014459934,384,0.0019427535293355782,1544.2
420,adiIlease0.509083338695008,5200,0.006067961165048544,659.2
421,adiJ-info0.66770149434627,3028,0.0017979144192736423,1112.4
422,adiJu97650.0940601340209432,2616,0.0037160906726124115,538.2
423,adiK-info0.759200525684349,504,0.0020267531414673696,493.4
424,adiK-info0.79724109261159,970,0.0014156285390713478,1412.8
425,adiKretro0.012554599893464,830,0.003745318352059925,267.0
426,adiL-info0.300461923292614,720,0.0,2204.4
427,adiL-info0.723689624235364,1544,0.003968253968253968,504.0
428,adiLation0.0245983723620381,1264,0.00154273372415921,648.2
429,adiLtrail0.128976147151633,1686,0.0010166734444896298,983.6
430,adiM-date0.595965563016715,1784,0.002136752136752137,468.0
431,adiM-info0.546244425767297,726,0.0,440.6
432,adiM-info0.830859093935075,4332,0.0021308331557639035,938.6
433,adiM-info0.986657534552087,1204,0.0,1432.8
434,adiM-part0.665043228573987,3968,0.006738544474393531,445.2
435,adiMkanye0.121850794708327,1956,0.0004855783237836263,2059.4
436,adiMlease0.136270177786345,1040,0.010905125408942203,183.4
437,adiMlease0.515504507784595,243,0.0,567.2
438,adiMlease0.72224314528675,564,0.0010647359454855196,939.2
439,adiMy36090.0702782497461454,353,0.00048529554498689704,2060.6
440,adiN-date0.527882730603638,776,0.0,8206.4
441,adiN-info0.0203553822470712,593,0.0,4505.8
442,adiN-info0.469910368729736,564,0.000405449237755433,4932.8
443,adiNa-akh0.529684506606604,538,0.0,1082.6
444,adiNation0.985841037066816,820,0.0009155832265152902,1092.2
445,adiNlease0.581645305594577,1382,0.0,3476.8
446,adiNounce0.920902197362938,1632,0.004651162790697674,215.0
447,adiNt-7000.308177992255908,1264,0.00048440224762642895,2064.4
448,adiNx10610.139061597181195,1704,0.0008022462896109105,2493.0
449,adiO-info0.699906315587011,1257,0.0,3421.8
450,adiO-info0.721401339267701,540,0.0008019246190858059,1247.0
451,adiO-look0.12264476499243,435,0.0,1060.2
452,adiO-look0.4666691713606,1371,0.00025197802751600063,3968.6
453,adiOt-cgi0.279217487436177,1968,0.002672367717797969,374.2
454,adiOtails0.702714397930055,2898,0.0,889.8
455,adiP-info0.325261665544386,1522,0.004985044865403789,401.2
456,adiP-info0.499294577777438,1088,0.004642525533890436,430.8
457,adiP-info0.532414667317193,1050,0.00022362359676193031,4471.8
458,adiP-info0.971680201770973,1584,0.0,2063.2
459,adiPv82660.828128244536891,1362,0.0003662198784150004,2730.6
460,adiQ-info0.208150231995108,300,0.0,3293.0
461,adiQ-look0.355484109450318,1944,0.017543859649122806,57.0
462,adiQtrail0.589920300505247,1106,0.0,447.4
463,adiR-info0.346641543392046,2322,0.00024942631946523,4009.2
464,adiR-info0.865738828201637,2280,0.0006185822095756526,3233.2
465,adiR-info0.94937413448328,688,0.0017857142857142857,560.0
466,adiR-look0.915905653706523,1088,0.0005233410090014653,1910.8
467,adiR-shoe0.690620559317194,426,0.0,12978.6
