OrderID,CustomerID,ItemID,TransactionDate,Channel
122,10,10842,2020-06-18,In Store
122,10,16677,2020-05-23,In Store
123,10,1955,2020-10-26,Online
123,10,10582,2020-11-04,Online
124,10,15526,2020-11-01,Online
125,10,6755,2020-11-26,Online
125,10,7715,2020-08-15,Online
125,10,11247,2020-09-19,Online
126,10,188,2020-11-09,In Store
126,10,14127,2020-01-24,In Store
126,10,16543,2020-08-24,In Store
127,10,17174,2020-10-13,In Store
128,10,10755,2020-01-16,In Store
128,10,10813,2020-01-18,In Store
128,10,16161,2020-03-25,In Store
129,10,2956,2020-09-20,Online
129,10,4286,2020-07-24,Online
129,10,4740,2020-08-03,Online
129,10,9975,2020-06-05,Online
129,10,14305,2020-06-24,Online
130,10,1527,2020-04-10,Online
130,10,2218,2020-10-11,Online
130,10,3916,2020-04-11,Online
130,10,15723,2020-05-08,Online
131,10,15753,2020-02-20,In Store
131,10,17419,2020-12-17,In Store
132,11,2165,2020-06-15,Online
132,11,6884,2020-05-19,Online
132,11,13107,2020-06-26,Online
133,11,7328,2020-10-03,In Store
134,11,15347,2020-07-09,Online
135,11,1745,2020-05-08,Online
135,11,14275,2020-08-13,Online
136,11,11390,2020-05-02,Online
137,11,1610,2020-06-24,Online
137,11,13254,2020-08-06,Online
138,11,3073,2020-02-25,In Store
138,11,7626,2020-03-19,In Store
139,11,4072,2020-07-18,In Store
139,11,6535,2020-12-18,In Store
139,11,9513,2020-10-15,In Store
139,11,13179,2020-05-12,In Store
140,11,3461,2020-05-04,In Store
140,11,3612,2020-04-19,In Store
140,11,5435,2020-08-01,In Store
140,11,6497,2020-10-01,In Store
140,11,17259,2020-08-20,In Store
141,12,1371,2020-01-07,In Store
141,12,2415,2020-09-19,In Store
142,12,2725,2020-08-22,Online
142,12,9242,2020-02-03,Online
142,12,16479,2020-08-26,Online
142,12,17266,2020-08-01,Online
143,12,3632,2020-03-01,Online
143,12,4307,2020-08-18,Online
143,12,11493,2020-10-09,Online
144,12,1792,2020-04-07,In Store
144,12,3045,2020-03-14,In Store
144,12,5377,2020-03-06,In Store
144,12,11176,2020-07-20,In Store
145,12,1665,2020-05-13,Online
145,12,2308,2020-07-20,Online
145,12,10442,2020-07-27,Online
145,12,17208,2020-11-04,Online
146,12,7925,2020-11-25,Online
146,12,7995,2020-01-17,Online
146,12,16295,2020-11-12,Online
147,12,5363,2020-12-05,Online
147,12,9417,2020-10-14,Online
147,12,11443,2020-10-05,Online
147,12,13310,2020-05-04,Online
148,12,4836,2020-02-18,Online
148,12,5582,2020-03-08,Online
148,12,11774,2020-07-27,Online
149,12,14661,2020-02-15,Online
149,12,16788,2020-06-11,Online
149,12,17667,2020-10-19,Online
150,12,1849,2020-07-07,In Store
150,12,5066,2020-12-25,In Store
150,12,9013,2020-01-02,In Store
150,12,10885,2020-07-10,In Store
151,12,460,2020-08-04,In Store
151,12,8349,2020-06-15,In Store
152,12,1216,2020-07-10,Online
152,12,2203,2020-08-10,Online
152,12,6476,2020-04-16,Online
152,12,10691,2020-07-25,Online
152,12,13492,2020-09-06,Online
153,12,4203,2020-01-03,Online
153,12,5170,2020-01-25,Online
154,12,1659,2020-04-16,In Store
154,12,3024,2020-10-05,In Store
154,12,6461,2020-06-06,In Store
154,12,10770,2020-10-03,In Store
155,12,13662,2020-09-01,Online
156,13,2971,2020-02-20,Online
157,13,16240,2020-09-02,In Store
157,13,16798,2020-11-25,In Store
158,13,14565,2020-04-26,In Store
158,13,14915,2020-10-17,In Store
158,13,15745,2020-09-15,In Store
159,13,3444,2020-09-17,In Store
159,13,4979,2020-12-17,In Store
159,13,16927,2020-03-21,In Store
160,13,3369,2020-09-10,In Store
160,13,14136,2020-08-19,In Store
161,13,14522,2020-01-24,In Store
162,13,1937,2020-02-23,Online
162,13,2624,2020-07-22,Online
162,13,4537,2020-03-14,Online
162,13,6487,2020-08-26,Online
163,13,3894,2020-07-26,Online
163,13,8442,2020-08-13,Online
163,13,12390,2020-05-25,Online
163,13,14758,2020-02-02,Online
164,14,1243,2020-07-17,Online
164,14,4966,2020-02-23,Online
164,14,9256,2020-04-12,Online
165,14,4885,2020-06-25,In Store
165,14,12133,2020-08-10,In Store
165,14,12626,2020-03-04,In Store
166,14,16211,2020-01-07,Online
166,14,16745,2020-07-04,Online
167,14,978,2020-09-04,Online
167,14,5696,2020-10-01,Online
168,15,5344,2020-12-05,In Store
168,15,11630,2020-09-05,In Store
168,15,15680,2020-09-15,In Store
169,15,2176,2020-09-04,Online
169,15,2220,2020-04-18,Online
169,15,5745,2020-12-03,Online
169,15,10092,2020-05-25,Online
169,15,13933,2020-12-07,Online
170,15,5727,2020-01-08,Online
171,15,3636,2020-07-06,In Store
171,15,9763,2020-02-24,In Store
171,15,13906,2020-03-07,In Store
171,15,16861,2020-12-18,In Store
172,15,10157,2020-05-14,Online
172,15,10453,2020-12-11,Online
172,15,14870,2020-12-18,Online
172,15,17132,2020-03-09,Online
173,15,2604,2020-02-20,In Store
173,15,9936,2020-10-01,In Store
174,15,13615,2020-07-22,Online
174,15,17804,2020-02-04,Online
175,15,5133,2020-12-18,In Store
176,15,2125,2020-02-18,In Store
176,15,12503,2020-09-23,In Store
176,15,15816,2020-06-27,In Store
177,15,2298,2020-02-24,Online
177,15,9573,2020-12-24,Online
178,15,302,2020-01-23,In Store
178,15,1583,2020-12-12,In Store
178,15,9232,2020-08-26,In Store
179,15,653,2020-12-10,In Store
179,15,4135,2020-02-19,In Store
180,16,5723,2020-06-17,In Store
181,16,2836,2020-04-18,In Store
181,16,3934,2020-05-22,In Store
181,16,17309,2020-10-24,In Store
182,16,5325,2020-08-03,Online
182,16,5654,2020-03-11,Online
182,16,10330,2020-12-21,Online
183,16,7878,2020-02-06,Online
183,16,13856,2020-05-27,Online
184,16,2810,2020-04-05,Online
184,16,2921,2020-09-01,Online
184,16,17566,2020-06-14,Online
185,17,346,2020-06-23,Online
185,17,7061,2020-05-24,Online
185,17,13694,2020-09-20,Online
186,17,4174,2020-11-01,Online
186,17,5706,2020-11-02,Online
186,17,14110,2020-03-11,Online
187,17,2410,2020-07-03,In Store
187,17,5062,2020-04-07,In Store
187,17,5554,2020-03-05,In Store
187,17,7475,2020-02-01,In Store
188,17,3007,2020-06-15,Online
188,17,11395,2020-02-09,Online
189,17,1939,2020-07-15,In Store
189,17,2738,2020-05-27,In Store
189,17,7588,2020-03-04,In Store
190,17,1134,2020-03-15,Online
190,17,3348,2020-03-02,Online
190,17,5527,2020-05-07,Online
190,17,8856,2020-10-12,Online
190,17,12366,2020-12-20,Online
191,17,7565,2020-03-25,Online
191,17,13653,2020-05-18,Online
192,17,156,2020-09-07,In Store
192,17,590,2020-04-05,In Store
192,17,3113,2020-03-12,In Store
192,17,3283,2020-08-18,In Store
193,17,3507,2020-05-26,In Store
193,17,10985,2020-12-15,In Store
193,17,12186,2020-12-26,In Store
193,17,13792,2020-01-03,In Store
194,17,790,2020-02-06,In Store
194,17,1381,2020-02-17,In Store
194,17,2631,2020-08-27,In Store
195,17,5678,2020-03-04,Online
195,17,7958,2020-08-10,Online
195,17,8450,2020-09-09,Online
196,17,13603,2020-10-25,Online
196,17,17258,2020-09-17,Online
197,17,3306,2020-03-23,In Store
197,17,9455,2020-05-11,In Store
198,17,7580,2020-07-22,In Store
199,17,6415,2020-04-12,In Store
199,17,9038,2020-07-17,In Store
200,17,2329,2020-12-05,Online
200,17,2603,2020-05-22,Online
200,17,4957,2020-04-23,Online
200,17,6774,2020-04-22,Online
201,17,11189,2020-02-16,Online
201,17,16859,2020-05-07,Online
202,18,4813,2020-01-21,In Store
202,18,5493,2020-05-16,In Store
202,18,6082,2020-08-09,In Store
202,18,8208,2020-01-05,In Store
202,18,11424,2020-01-22,In Store
203,18,4801,2020-10-25,In Store
203,18,7958,2020-07-25,In Store
203,18,11358,2020-12-07,In Store
204,18,3709,2020-04-14,In Store
205,18,8232,2020-09-12,In Store
205,18,12055,2020-10-20,In Store
205,18,12774,2020-04-15,In Store
205,18,16277,2020-03-02,In Store
205,18,17618,2020-11-14,In Store
206,19,4240,2020-04-08,Online
206,19,5577,2020-10-20,Online
206,19,6265,2020-01-08,Online
206,19,15433,2020-03-22,Online
206,19,17151,2020-10-26,Online
207,19,4379,2020-12-09,In Store
207,19,8291,2020-03-10,In Store
207,19,11118,2020-11-24,In Store
207,19,14936,2020-09-27,In Store
208,19,5011,2020-03-15,Online
209,19,5002,2020-06-01,Online
209,19,17067,2020-05-13,Online
210,19,5148,2020-12-13,Online
210,19,8195,2020-07-24,Online
211,19,16463,2020-03-27,Online
211,19,16881,2020-05-05,Online
212,19,17867,2020-08-07,In Store
213,19,408,2020-10-15,Online
213,19,2690,2020-02-16,Online
213,19,14427,2020-02-21,Online
214,19,4274,2020-08-19,In Store
214,19,4394,2020-04-05,In Store
214,19,5005,2020-09-14,In Store
214,19,5383,2020-01-24,In Store
214,19,16098,2020-02-27,In Store
215,19,7710,2020-05-07,In Store
216,19,9943,2020-11-25,Online
216,19,10410,2020-07-21,Online
216,19,12770,2020-08-19,Online
216,19,13891,2020-09-09,Online
216,19,14362,2020-01-13,Online
217,19,2826,2020-05-21,Online
217,19,3488,2020-05-01,Online
217,19,4611,2020-05-05,Online
217,19,10648,2020-07-17,Online
217,19,14816,2020-07-13,Online
218,20,94,2020-06-19,Online
219,20,3112,2020-06-16,Online
219,20,3724,2020-05-02,Online
219,20,4059,2020-01-26,Online
219,20,15679,2020-03-11,Online
219,20,16862,2020-10-12,Online
220,20,3358,2020-12-24,In Store
220,20,9883,2020-04-11,In Store
220,20,12177,2020-04-01,In Store
220,20,15161,2020-06-11,In Store
221,20,2651,2020-03-17,In Store
221,20,6726,2020-08-05,In Store
221,20,7778,2020-04-27,In Store
222,20,2066,2020-10-24,Online
222,20,6449,2020-11-01,Online
222,20,14370,2020-05-23,Online
222,20,17694,2020-05-22,Online
223,20,3476,2020-02-19,Online
223,20,5281,2020-01-18,Online
223,20,12436,2020-02-08,Online
223,20,14628,2020-12-13,Online
224,20,61,2020-01-23,Online
224,20,487,2020-12-07,Online
224,20,11233,2020-06-24,Online
225,20,2972,2020-02-02,In Store
225,20,8238,2020-08-02,In Store
226,20,11863,2020-11-16,Online
227,20,12374,2020-03-26,Online
227,20,12808,2020-09-03,Online
227,20,14525,2020-06-07,Online
228,20,589,2020-04-13,In Store
228,20,2815,2020-09-06,In Store
228,20,9278,2020-11-18,In Store
228,20,12803,2020-08-06,In Store
229,20,7460,2020-04-17,In Store
229,20,11995,2020-09-02,In Store
230,20,63,2020-03-25,In Store
230,20,1580,2020-06-19,In Store
230,20,16802,2020-10-13,In Store
231,20,5072,2020-10-07,In Store
231,20,13356,2020-09-03,In Store
231,20,17293,2020-04-11,In Store
232,20,4767,2020-10-11,In Store
232,20,14051,2020-12-24,In Store
232,20,16789,2020-06-12,In Store
232,20,17423,2020-10-04,In Store
233,21,974,2020-05-09,In Store
233,21,11355,2020-07-01,In Store
233,21,14715,2020-08-15,In Store
234,21,3762,2020-08-15,Online
234,21,9484,2020-09-11,Online
234,21,15780,2020-11-07,Online
235,21,241,2020-05-14,In Store
235,21,11072,2020-08-21,In Store
235,21,15834,2020-01-26,In Store
235,21,16065,2020-12-19,In Store
236,21,4030,2020-04-19,In Store
236,21,8619,2020-06-07,In Store
236,21,10549,2020-07-23,In Store
237,21,7895,2020-01-01,In Store
237,21,9673,2020-12-02,In Store
237,21,16786,2020-09-13,In Store
237,21,17530,2020-08-19,In Store
238,21,7118,2020-12-07,Online
238,21,10699,2020-07-05,Online
239,21,4760,2020-04-27,Online
239,21,7377,2020-04-07,Online
239,21,17689,2020-12-05,Online
240,21,192,2020-01-09,In Store
240,21,8831,2020-07-27,In Store
240,21,11540,2020-02-09,In Store
240,21,12287,2020-03-18,In Store
241,21,16157,2020-10-15,Online
242,21,4386,2020-11-02,In Store
242,21,9147,2020-12-02,In Store
242,21,14364,2020-04-08,In Store
242,21,16389,2020-06-03,In Store
243,21,9054,2020-05-02,In Store
244,21,476,2020-03-07,Online
244,21,795,2020-05-23,Online
244,21,3593,2020-12-06,Online
244,21,6125,2020-10-18,Online
244,21,13727,2020-02-09,Online
245,22,3391,2020-05-15,Online
245,22,8050,2020-01-07,Online
246,22,14643,2020-10-19,Online
246,22,16237,2020-02-09,Online
247,22,11478,2020-09-01,Online
247,22,15921,2020-01-01,Online
247,22,16182,2020-04-12,Online
248,22,236,2020-01-17,Online
248,22,5009,2020-01-19,Online
248,22,14706,2020-06-01,Online
248,22,17318,2020-12-25,Online
249,22,7177,2020-10-22,Online
249,22,9528,2020-02-09,Online
249,22,16704,2020-06-04,Online
250,22,1540,2020-07-01,In Store
250,22,7691,2020-02-18,In Store
250,22,10855,2020-10-04,In Store
250,22,13742,2020-10-16,In Store
251,22,369,2020-08-15,In Store
251,22,4553,2020-03-01,In Store
251,22,7738,2020-03-02,In Store
251,22,13776,2020-11-23,In Store
251,22,15603,2020-08-02,In Store
252,22,202,2020-12-23,In Store
252,22,5660,2020-07-07,In Store
252,22,13611,2020-11-18,In Store
252,22,16771,2020-04-21,In Store
253,22,6180,2020-04-26,Online
253,22,6467,2020-11-11,Online
253,22,7368,2020-05-26,Online
253,22,17820,2020-09-17,Online
254,22,8023,2020-03-24,Online
254,22,13131,2020-02-08,Online
254,22,14173,2020-06-26,Online
254,22,16574,2020-11-10,Online
255,22,8277,2020-05-25,Online
255,22,8776,2020-08-11,Online
255,22,10521,2020-12-26,Online
255,22,13924,2020-02-07,Online
255,22,15479,2020-07-15,Online
256,22,14446,2020-06-19,Online
256,22,15093,2020-02-26,Online
257,23,894,2020-02-12,In Store
257,23,11572,2020-07-23,In Store
258,23,2990,2020-09-24,In Store
258,23,5222,2020-11-27,In Store
258,23,6543,2020-09-17,In Store
258,23,7124,2020-11-19,In Store
259,23,7110,2020-03-03,Online
259,23,7658,2020-07-07,Online
259,23,9771,2020-09-09,Online
260,23,83,2020-09-03,Online
260,23,386,2020-01-19,Online
260,23,4493,2020-06-22,Online
260,23,6436,2020-08-03,Online
260,23,10403,2020-08-11,Online
261,23,1993,2020-05-09,In Store
261,23,7560,2020-08-01,In Store
261,23,11838,2020-03-22,In Store
261,23,12279,2020-07-11,In Store
262,23,5915,2020-11-14,In Store
262,23,6506,2020-12-20,In Store
263,23,1488,2020-01-02,In Store
264,23,1506,2020-02-18,Online
264,23,15561,2020-09-13,Online
265,23,1792,2020-12-07,In Store
265,23,1983,2020-11-06,In Store
265,23,5283,2020-03-23,In Store
265,23,13249,2020-06-15,In Store
266,23,6497,2020-10-14,Online
266,23,11432,2020-03-11,Online
266,23,13521,2020-09-10,Online
267,23,3197,2020-08-17,In Store
267,23,12191,2020-01-21,In Store
267,23,13207,2020-02-12,In Store
267,23,13710,2020-04-10,In Store
268,23,2946,2020-10-15,In Store
268,23,5679,2020-10-12,In Store
269,23,12517,2020-05-25,In Store
269,23,13167,2020-06-01,In Store
269,23,15845,2020-10-26,In Store
269,23,17752,2020-10-20,In Store
270,23,3442,2020-08-18,Online
270,23,15198,2020-01-18,Online
270,23,15306,2020-06-26,Online
270,23,15787,2020-01-12,Online
271,23,3822,2020-01-27,Online
271,23,6348,2020-01-08,Online
271,23,13567,2020-09-04,Online
272,24,8188,2020-07-17,In Store
